0.0,0.0,0.001,0.003,0.003,0.005,0.01,0.01,0.019,0.019,0.019,0.029,0.032,0.032,0.05,0.044,0.062,0.056,0.071,0.061
0.0,0.0,0.0,0.0,0.002,0.002,0.006,0.012,0.014,0.014,0.025,0.033,0.034,0.046,0.055,0.046,0.056,0.065,0.081,0.097
0.0,0.0,0.0,0.0,0.003,0.001,0.005,0.01,0.021,0.019,0.015,0.034,0.05,0.05,0.054,0.09,0.086,0.109,0.114,0.138
0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.005,0.012,0.018,0.02,0.027,0.037,0.071,0.065,0.081,0.111,0.116,0.143,0.157
0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.006,0.01,0.026,0.036,0.048,0.055,0.066,0.077,0.106,0.136,0.142,0.182
