d,num_shots,p,l,eta,error_type,num_log_errors,time_stamp
11.0,10000.0,0.01,6.0,5.0,x,0.0,2024-12-05 10:37:32.907548
11.0,10000.0,0.01,6.0,5.0,z,0.0,2024-12-05 10:37:32.912889
11.0,10000.0,0.01,6.0,5.0,corr_z,0.0,2024-12-05 10:37:32.915097
11.0,10000.0,0.01,6.0,5.0,total,0.0,2024-12-05 10:37:32.917159
11.0,10000.0,0.022564102564102566,6.0,5.0,x,0.0,2024-12-05 10:37:40.081586
11.0,10000.0,0.022564102564102566,6.0,5.0,z,0.0,2024-12-05 10:37:40.084681
11.0,10000.0,0.022564102564102566,6.0,5.0,corr_z,0.0,2024-12-05 10:37:40.086896
11.0,10000.0,0.022564102564102566,6.0,5.0,total,0.0,2024-12-05 10:37:40.089031
11.0,10000.0,0.03512820512820513,6.0,5.0,x,0.0,2024-12-05 10:37:47.227745
11.0,10000.0,0.03512820512820513,6.0,5.0,z,0.0002,2024-12-05 10:37:47.230701
11.0,10000.0,0.03512820512820513,6.0,5.0,corr_z,0.0,2024-12-05 10:37:47.232864
11.0,10000.0,0.03512820512820513,6.0,5.0,total,0.0002,2024-12-05 10:37:47.234965
11.0,10000.0,0.047692307692307694,6.0,5.0,x,0.0,2024-12-05 10:37:54.378544
11.0,10000.0,0.047692307692307694,6.0,5.0,z,0.0001,2024-12-05 10:37:54.381403
11.0,10000.0,0.047692307692307694,6.0,5.0,corr_z,0.0,2024-12-05 10:37:54.383528
11.0,10000.0,0.047692307692307694,6.0,5.0,total,0.0001,2024-12-05 10:37:54.385580
11.0,10000.0,0.06025641025641026,6.0,5.0,x,0.0002,2024-12-05 10:38:01.596564
11.0,10000.0,0.06025641025641026,6.0,5.0,z,0.0021,2024-12-05 10:38:01.599607
11.0,10000.0,0.06025641025641026,6.0,5.0,corr_z,0.0002,2024-12-05 10:38:01.601762
11.0,10000.0,0.06025641025641026,6.0,5.0,total,0.0023,2024-12-05 10:38:01.603849
11.0,10000.0,0.07282051282051281,6.0,5.0,x,0.0002,2024-12-05 10:38:08.747905
11.0,10000.0,0.07282051282051281,6.0,5.0,z,0.0031,2024-12-05 10:38:08.750912
11.0,10000.0,0.07282051282051281,6.0,5.0,corr_z,0.0013,2024-12-05 10:38:08.753135
11.0,10000.0,0.07282051282051281,6.0,5.0,total,0.0033,2024-12-05 10:38:08.755241
11.0,10000.0,0.08538461538461538,6.0,5.0,x,0.0001,2024-12-05 10:38:15.942318
11.0,10000.0,0.08538461538461538,6.0,5.0,z,0.0055,2024-12-05 10:38:15.945199
11.0,10000.0,0.08538461538461538,6.0,5.0,corr_z,0.0014,2024-12-05 10:38:15.947296
11.0,10000.0,0.08538461538461538,6.0,5.0,total,0.0056,2024-12-05 10:38:15.949392
11.0,10000.0,0.09794871794871794,6.0,5.0,x,0.0001,2024-12-05 10:38:23.252168
11.0,10000.0,0.09794871794871794,6.0,5.0,z,0.012,2024-12-05 10:38:23.255186
11.0,10000.0,0.09794871794871794,6.0,5.0,corr_z,0.0037,2024-12-05 10:38:23.257346
11.0,10000.0,0.09794871794871794,6.0,5.0,total,0.0121,2024-12-05 10:38:23.259430
