d,num_shots,p,l,eta,error_type,num_log_errors,time_stamp
11.0,10000.0,0.01,6.0,5.89,x,0.0,2024-08-09 16:42:00.456537
11.0,10000.0,0.01,6.0,5.89,z,0.0,2024-08-09 16:42:00.460283
11.0,10000.0,0.01,6.0,5.89,corr_z,0.0,2024-08-09 16:42:00.461769
11.0,10000.0,0.01,6.0,5.89,total,0.0,2024-08-09 16:42:00.463051
11.0,10000.0,0.022564102564102566,6.0,5.89,x,0.0,2024-08-09 16:42:04.666746
11.0,10000.0,0.022564102564102566,6.0,5.89,z,0.0,2024-08-09 16:42:04.668354
11.0,10000.0,0.022564102564102566,6.0,5.89,corr_z,0.0,2024-08-09 16:42:04.669581
11.0,10000.0,0.022564102564102566,6.0,5.89,total,0.0,2024-08-09 16:42:04.670792
11.0,10000.0,0.03512820512820513,6.0,5.89,x,0.0,2024-08-09 16:42:08.916711
11.0,10000.0,0.03512820512820513,6.0,5.89,z,0.0003,2024-08-09 16:42:08.918366
11.0,10000.0,0.03512820512820513,6.0,5.89,corr_z,0.0003,2024-08-09 16:42:08.919608
11.0,10000.0,0.03512820512820513,6.0,5.89,total,0.0003,2024-08-09 16:42:08.920833
11.0,10000.0,0.047692307692307694,6.0,5.89,x,0.0,2024-08-09 16:42:13.193767
11.0,10000.0,0.047692307692307694,6.0,5.89,z,0.0004,2024-08-09 16:42:13.195610
11.0,10000.0,0.047692307692307694,6.0,5.89,corr_z,0.0006,2024-08-09 16:42:13.196977
11.0,10000.0,0.047692307692307694,6.0,5.89,total,0.0004,2024-08-09 16:42:13.198282
11.0,10000.0,0.06025641025641026,6.0,5.89,x,0.0,2024-08-09 16:42:17.570616
11.0,10000.0,0.06025641025641026,6.0,5.89,z,0.0014,2024-08-09 16:42:17.572366
11.0,10000.0,0.06025641025641026,6.0,5.89,corr_z,0.0017,2024-08-09 16:42:17.573653
11.0,10000.0,0.06025641025641026,6.0,5.89,total,0.0014,2024-08-09 16:42:17.574903
11.0,10000.0,0.07282051282051281,6.0,5.89,x,0.0,2024-08-09 16:42:21.926211
11.0,10000.0,0.07282051282051281,6.0,5.89,z,0.004,2024-08-09 16:42:21.927828
11.0,10000.0,0.07282051282051281,6.0,5.89,corr_z,0.0042,2024-08-09 16:42:21.929063
11.0,10000.0,0.07282051282051281,6.0,5.89,total,0.004,2024-08-09 16:42:21.930280
11.0,10000.0,0.08538461538461538,6.0,5.89,x,0.0,2024-08-09 16:42:26.318148
11.0,10000.0,0.08538461538461538,6.0,5.89,z,0.0072,2024-08-09 16:42:26.319732
11.0,10000.0,0.08538461538461538,6.0,5.89,corr_z,0.0096,2024-08-09 16:42:26.320960
11.0,10000.0,0.08538461538461538,6.0,5.89,total,0.0072,2024-08-09 16:42:26.322101
11.0,10000.0,0.09794871794871794,6.0,5.89,x,0.0003,2024-08-09 16:42:30.727612
11.0,10000.0,0.09794871794871794,6.0,5.89,z,0.0123,2024-08-09 16:42:30.729285
11.0,10000.0,0.09794871794871794,6.0,5.89,corr_z,0.0166,2024-08-09 16:42:30.730540
11.0,10000.0,0.09794871794871794,6.0,5.89,total,0.0126,2024-08-09 16:42:30.731750
11.0,10000.0,0.1105128205128205,6.0,5.89,x,0.0005,2024-08-09 16:42:35.233390
11.0,10000.0,0.1105128205128205,6.0,5.89,z,0.0233,2024-08-09 16:42:35.234903
11.0,10000.0,0.1105128205128205,6.0,5.89,corr_z,0.0307,2024-08-09 16:42:35.236080
11.0,10000.0,0.1105128205128205,6.0,5.89,total,0.0238,2024-08-09 16:42:35.237262
11.0,10000.0,0.12307692307692307,6.0,5.89,x,0.0007,2024-08-09 16:42:39.750909
11.0,10000.0,0.12307692307692307,6.0,5.89,z,0.0394,2024-08-09 16:42:39.752606
11.0,10000.0,0.12307692307692307,6.0,5.89,corr_z,0.0472,2024-08-09 16:42:39.753880
11.0,10000.0,0.12307692307692307,6.0,5.89,total,0.0401,2024-08-09 16:42:39.755128
11.0,10000.0,0.13564102564102565,6.0,5.89,x,0.0013,2024-08-09 16:42:44.306110
11.0,10000.0,0.13564102564102565,6.0,5.89,z,0.0596,2024-08-09 16:42:44.307762
11.0,10000.0,0.13564102564102565,6.0,5.89,corr_z,0.0734,2024-08-09 16:42:44.308894
11.0,10000.0,0.13564102564102565,6.0,5.89,total,0.0609,2024-08-09 16:42:44.310002
11.0,10000.0,0.1482051282051282,6.0,5.89,x,0.0014,2024-08-09 16:42:48.848503
11.0,10000.0,0.1482051282051282,6.0,5.89,z,0.0832,2024-08-09 16:42:48.850257
11.0,10000.0,0.1482051282051282,6.0,5.89,corr_z,0.0998,2024-08-09 16:42:48.851509
11.0,10000.0,0.1482051282051282,6.0,5.89,total,0.0846,2024-08-09 16:42:48.852805
11.0,10000.0,0.16076923076923078,6.0,5.89,x,0.0015,2024-08-09 16:42:53.490531
11.0,10000.0,0.16076923076923078,6.0,5.89,z,0.1167,2024-08-09 16:42:53.492255
11.0,10000.0,0.16076923076923078,6.0,5.89,corr_z,0.1348,2024-08-09 16:42:53.493491
11.0,10000.0,0.16076923076923078,6.0,5.89,total,0.1182,2024-08-09 16:42:53.494740
11.0,10000.0,0.17333333333333334,6.0,5.89,x,0.0044,2024-08-09 16:42:58.189056
11.0,10000.0,0.17333333333333334,6.0,5.89,z,0.148,2024-08-09 16:42:58.190739
11.0,10000.0,0.17333333333333334,6.0,5.89,corr_z,0.1655,2024-08-09 16:42:58.191988
11.0,10000.0,0.17333333333333334,6.0,5.89,total,0.1524,2024-08-09 16:42:58.193222
11.0,10000.0,0.1858974358974359,6.0,5.89,x,0.0045,2024-08-09 16:43:02.887767
11.0,10000.0,0.1858974358974359,6.0,5.89,z,0.1902,2024-08-09 16:43:02.889474
11.0,10000.0,0.1858974358974359,6.0,5.89,corr_z,0.2085,2024-08-09 16:43:02.890720
11.0,10000.0,0.1858974358974359,6.0,5.89,total,0.1947,2024-08-09 16:43:02.891928
11.0,10000.0,0.19846153846153847,6.0,5.89,x,0.0062,2024-08-09 16:43:07.675617
11.0,10000.0,0.19846153846153847,6.0,5.89,z,0.2436,2024-08-09 16:43:07.677177
11.0,10000.0,0.19846153846153847,6.0,5.89,corr_z,0.2594,2024-08-09 16:43:07.678428
11.0,10000.0,0.19846153846153847,6.0,5.89,total,0.2498,2024-08-09 16:43:07.679628
11.0,10000.0,0.21102564102564103,6.0,5.89,x,0.0098,2024-08-09 16:43:12.498501
11.0,10000.0,0.21102564102564103,6.0,5.89,z,0.2817,2024-08-09 16:43:12.500107
11.0,10000.0,0.21102564102564103,6.0,5.89,corr_z,0.2974,2024-08-09 16:43:12.501227
11.0,10000.0,0.21102564102564103,6.0,5.89,total,0.2915,2024-08-09 16:43:12.502391
11.0,10000.0,0.2235897435897436,6.0,5.89,x,0.0129,2024-08-09 16:43:17.322951
11.0,10000.0,0.2235897435897436,6.0,5.89,z,0.317,2024-08-09 16:43:17.324454
11.0,10000.0,0.2235897435897436,6.0,5.89,corr_z,0.337,2024-08-09 16:43:17.325612
11.0,10000.0,0.2235897435897436,6.0,5.89,total,0.3299,2024-08-09 16:43:17.326801
11.0,10000.0,0.23615384615384616,6.0,5.89,x,0.0152,2024-08-09 16:43:22.166838
11.0,10000.0,0.23615384615384616,6.0,5.89,z,0.3577,2024-08-09 16:43:22.168546
11.0,10000.0,0.23615384615384616,6.0,5.89,corr_z,0.3666,2024-08-09 16:43:22.169808
11.0,10000.0,0.23615384615384616,6.0,5.89,total,0.3729,2024-08-09 16:43:22.171039
11.0,10000.0,0.24871794871794872,6.0,5.89,x,0.0197,2024-08-09 16:43:27.068854
11.0,10000.0,0.24871794871794872,6.0,5.89,z,0.3889,2024-08-09 16:43:27.070663
11.0,10000.0,0.24871794871794872,6.0,5.89,corr_z,0.3955,2024-08-09 16:43:27.071961
11.0,10000.0,0.24871794871794872,6.0,5.89,total,0.4086,2024-08-09 16:43:27.073198
11.0,10000.0,0.2612820512820513,6.0,5.89,x,0.0198,2024-08-09 16:43:31.988586
11.0,10000.0,0.2612820512820513,6.0,5.89,z,0.4157,2024-08-09 16:43:31.990208
11.0,10000.0,0.2612820512820513,6.0,5.89,corr_z,0.4238,2024-08-09 16:43:31.991493
11.0,10000.0,0.2612820512820513,6.0,5.89,total,0.4355,2024-08-09 16:43:31.992676
11.0,10000.0,0.27384615384615385,6.0,5.89,x,0.0241,2024-08-09 16:43:36.893511
11.0,10000.0,0.27384615384615385,6.0,5.89,z,0.4425,2024-08-09 16:43:36.895156
11.0,10000.0,0.27384615384615385,6.0,5.89,corr_z,0.4511,2024-08-09 16:43:36.896433
11.0,10000.0,0.27384615384615385,6.0,5.89,total,0.4666,2024-08-09 16:43:36.897656
11.0,10000.0,0.2864102564102564,6.0,5.89,x,0.0292,2024-08-09 16:43:41.830757
11.0,10000.0,0.2864102564102564,6.0,5.89,z,0.4564,2024-08-09 16:43:41.832441
11.0,10000.0,0.2864102564102564,6.0,5.89,corr_z,0.4615,2024-08-09 16:43:41.833585
11.0,10000.0,0.2864102564102564,6.0,5.89,total,0.4856,2024-08-09 16:43:41.834681
11.0,10000.0,0.298974358974359,6.0,5.89,x,0.0351,2024-08-09 16:43:46.774166
11.0,10000.0,0.298974358974359,6.0,5.89,z,0.4644,2024-08-09 16:43:46.775893
11.0,10000.0,0.298974358974359,6.0,5.89,corr_z,0.4725,2024-08-09 16:43:46.777136
11.0,10000.0,0.298974358974359,6.0,5.89,total,0.4995,2024-08-09 16:43:46.778237
11.0,10000.0,0.31153846153846154,6.0,5.89,x,0.043,2024-08-09 16:43:51.840198
11.0,10000.0,0.31153846153846154,6.0,5.89,z,0.4743,2024-08-09 16:43:51.841848
11.0,10000.0,0.31153846153846154,6.0,5.89,corr_z,0.4782,2024-08-09 16:43:51.843063
11.0,10000.0,0.31153846153846154,6.0,5.89,total,0.5173,2024-08-09 16:43:51.844160
11.0,10000.0,0.3241025641025641,6.0,5.89,x,0.0449,2024-08-09 16:43:56.763959
11.0,10000.0,0.3241025641025641,6.0,5.89,z,0.4869,2024-08-09 16:43:56.765752
11.0,10000.0,0.3241025641025641,6.0,5.89,corr_z,0.4938,2024-08-09 16:43:56.767043
11.0,10000.0,0.3241025641025641,6.0,5.89,total,0.5318,2024-08-09 16:43:56.768300
11.0,10000.0,0.33666666666666667,6.0,5.89,x,0.0553,2024-08-09 16:44:01.699220
11.0,10000.0,0.33666666666666667,6.0,5.89,z,0.4864,2024-08-09 16:44:01.700822
11.0,10000.0,0.33666666666666667,6.0,5.89,corr_z,0.4966,2024-08-09 16:44:01.702099
11.0,10000.0,0.33666666666666667,6.0,5.89,total,0.5417,2024-08-09 16:44:01.703548
11.0,10000.0,0.34923076923076923,6.0,5.89,x,0.0633,2024-08-09 16:44:06.759219
11.0,10000.0,0.34923076923076923,6.0,5.89,z,0.4969,2024-08-09 16:44:06.760941
11.0,10000.0,0.34923076923076923,6.0,5.89,corr_z,0.5033,2024-08-09 16:44:06.762235
11.0,10000.0,0.34923076923076923,6.0,5.89,total,0.5602,2024-08-09 16:44:06.763476
11.0,10000.0,0.3617948717948718,6.0,5.89,x,0.072,2024-08-09 16:44:11.830571
11.0,10000.0,0.3617948717948718,6.0,5.89,z,0.499,2024-08-09 16:44:11.832257
11.0,10000.0,0.3617948717948718,6.0,5.89,corr_z,0.5002,2024-08-09 16:44:11.833553
11.0,10000.0,0.3617948717948718,6.0,5.89,total,0.571,2024-08-09 16:44:11.834728
11.0,10000.0,0.37435897435897436,6.0,5.89,x,0.0776,2024-08-09 16:44:16.874954
11.0,10000.0,0.37435897435897436,6.0,5.89,z,0.4954,2024-08-09 16:44:16.876636
11.0,10000.0,0.37435897435897436,6.0,5.89,corr_z,0.4926,2024-08-09 16:44:16.877870
11.0,10000.0,0.37435897435897436,6.0,5.89,total,0.573,2024-08-09 16:44:16.879157
11.0,10000.0,0.3869230769230769,6.0,5.89,x,0.0857,2024-08-09 16:44:21.911731
11.0,10000.0,0.3869230769230769,6.0,5.89,z,0.4963,2024-08-09 16:44:21.913392
11.0,10000.0,0.3869230769230769,6.0,5.89,corr_z,0.501,2024-08-09 16:44:21.914552
11.0,10000.0,0.3869230769230769,6.0,5.89,total,0.582,2024-08-09 16:44:21.915686
11.0,10000.0,0.3994871794871795,6.0,5.89,x,0.089,2024-08-09 16:44:26.915215
11.0,10000.0,0.3994871794871795,6.0,5.89,z,0.4923,2024-08-09 16:44:26.916813
11.0,10000.0,0.3994871794871795,6.0,5.89,corr_z,0.4918,2024-08-09 16:44:26.917993
11.0,10000.0,0.3994871794871795,6.0,5.89,total,0.5813,2024-08-09 16:44:26.919131
11.0,10000.0,0.41205128205128205,6.0,5.89,x,0.1017,2024-08-09 16:44:32.017060
11.0,10000.0,0.41205128205128205,6.0,5.89,z,0.4999,2024-08-09 16:44:32.018773
11.0,10000.0,0.41205128205128205,6.0,5.89,corr_z,0.5121,2024-08-09 16:44:32.019945
11.0,10000.0,0.41205128205128205,6.0,5.89,total,0.6016,2024-08-09 16:44:32.021060
11.0,10000.0,0.4246153846153846,6.0,5.89,x,0.1096,2024-08-09 16:44:37.045762
11.0,10000.0,0.4246153846153846,6.0,5.89,z,0.4905,2024-08-09 16:44:37.047466
11.0,10000.0,0.4246153846153846,6.0,5.89,corr_z,0.4998,2024-08-09 16:44:37.048628
11.0,10000.0,0.4246153846153846,6.0,5.89,total,0.6001,2024-08-09 16:44:37.049819
11.0,10000.0,0.4371794871794872,6.0,5.89,x,0.1166,2024-08-09 16:44:42.209903
