d,num_shots,p,l,eta,error_type,num_log_errors,time_stamp
11.0,10000.0,0.01,5.0,100.0,x,0.0,2024-12-02 15:15:24.233930
11.0,10000.0,0.01,5.0,100.0,z,0.0,2024-12-02 15:15:24.237657
11.0,10000.0,0.01,5.0,100.0,corr_z,0.0,2024-12-02 15:15:24.239444
11.0,10000.0,0.01,5.0,100.0,total,0.0,2024-12-02 15:15:24.240789
11.0,10000.0,0.022564102564102566,5.0,100.0,x,0.0,2024-12-02 15:15:27.636239
11.0,10000.0,0.022564102564102566,5.0,100.0,z,0.0,2024-12-02 15:15:27.638394
11.0,10000.0,0.022564102564102566,5.0,100.0,corr_z,0.0,2024-12-02 15:15:27.639663
11.0,10000.0,0.022564102564102566,5.0,100.0,total,0.0,2024-12-02 15:15:27.640861
11.0,10000.0,0.03512820512820513,5.0,100.0,x,0.0,2024-12-02 15:15:31.027393
11.0,10000.0,0.03512820512820513,5.0,100.0,z,0.0001,2024-12-02 15:15:31.029639
11.0,10000.0,0.03512820512820513,5.0,100.0,corr_z,0.0,2024-12-02 15:15:31.031029
11.0,10000.0,0.03512820512820513,5.0,100.0,total,0.0001,2024-12-02 15:15:31.032278
11.0,10000.0,0.047692307692307694,5.0,100.0,x,0.0,2024-12-02 15:15:34.411396
11.0,10000.0,0.047692307692307694,5.0,100.0,z,0.0003,2024-12-02 15:15:34.413747
11.0,10000.0,0.047692307692307694,5.0,100.0,corr_z,0.0,2024-12-02 15:15:34.415059
11.0,10000.0,0.047692307692307694,5.0,100.0,total,0.0003,2024-12-02 15:15:34.416265
11.0,10000.0,0.06025641025641026,5.0,100.0,x,0.0,2024-12-02 15:15:37.827854
11.0,10000.0,0.06025641025641026,5.0,100.0,z,0.0018,2024-12-02 15:15:37.829996
11.0,10000.0,0.06025641025641026,5.0,100.0,corr_z,0.0,2024-12-02 15:15:37.831327
11.0,10000.0,0.06025641025641026,5.0,100.0,total,0.0018,2024-12-02 15:15:37.832536
11.0,10000.0,0.07282051282051281,5.0,100.0,x,0.0,2024-12-02 15:15:41.268971
11.0,10000.0,0.07282051282051281,5.0,100.0,z,0.0042,2024-12-02 15:15:41.271217
11.0,10000.0,0.07282051282051281,5.0,100.0,corr_z,0.0,2024-12-02 15:15:41.272425
11.0,10000.0,0.07282051282051281,5.0,100.0,total,0.0042,2024-12-02 15:15:41.273635
11.0,10000.0,0.08538461538461538,5.0,100.0,x,0.0,2024-12-02 15:15:44.746460
11.0,10000.0,0.08538461538461538,5.0,100.0,z,0.0109,2024-12-02 15:15:44.748575
11.0,10000.0,0.08538461538461538,5.0,100.0,corr_z,0.0,2024-12-02 15:15:44.749795
11.0,10000.0,0.08538461538461538,5.0,100.0,total,0.0109,2024-12-02 15:15:44.750970
11.0,10000.0,0.09794871794871794,5.0,100.0,x,0.0,2024-12-02 15:15:48.258482
11.0,10000.0,0.09794871794871794,5.0,100.0,z,0.0217,2024-12-02 15:15:48.260578
11.0,10000.0,0.09794871794871794,5.0,100.0,corr_z,0.0,2024-12-02 15:15:48.261796
11.0,10000.0,0.09794871794871794,5.0,100.0,total,0.0217,2024-12-02 15:15:48.262955
11.0,10000.0,0.1105128205128205,5.0,100.0,x,0.0,2024-12-02 15:15:51.781150
11.0,10000.0,0.1105128205128205,5.0,100.0,z,0.0384,2024-12-02 15:15:51.783320
11.0,10000.0,0.1105128205128205,5.0,100.0,corr_z,0.0,2024-12-02 15:15:51.784606
11.0,10000.0,0.1105128205128205,5.0,100.0,total,0.0384,2024-12-02 15:15:51.785862
11.0,10000.0,0.12307692307692307,5.0,100.0,x,0.0,2024-12-02 15:15:55.288708
11.0,10000.0,0.12307692307692307,5.0,100.0,z,0.0629,2024-12-02 15:15:55.291027
11.0,10000.0,0.12307692307692307,5.0,100.0,corr_z,0.0,2024-12-02 15:15:55.292296
11.0,10000.0,0.12307692307692307,5.0,100.0,total,0.0629,2024-12-02 15:15:55.293479
11.0,10000.0,0.13564102564102565,5.0,100.0,x,0.0,2024-12-02 15:15:58.842728
11.0,10000.0,0.13564102564102565,5.0,100.0,z,0.0958,2024-12-02 15:15:58.844740
11.0,10000.0,0.13564102564102565,5.0,100.0,corr_z,0.0003,2024-12-02 15:15:58.845912
11.0,10000.0,0.13564102564102565,5.0,100.0,total,0.0958,2024-12-02 15:15:58.847094
11.0,10000.0,0.1482051282051282,5.0,100.0,x,0.0,2024-12-02 15:16:02.384107
11.0,10000.0,0.1482051282051282,5.0,100.0,z,0.1355,2024-12-02 15:16:02.386330
11.0,10000.0,0.1482051282051282,5.0,100.0,corr_z,0.0002,2024-12-02 15:16:02.387577
11.0,10000.0,0.1482051282051282,5.0,100.0,total,0.1355,2024-12-02 15:16:02.388717
11.0,10000.0,0.16076923076923078,5.0,100.0,x,0.0,2024-12-02 15:16:05.917000
11.0,10000.0,0.16076923076923078,5.0,100.0,z,0.166,2024-12-02 15:16:05.919085
11.0,10000.0,0.16076923076923078,5.0,100.0,corr_z,0.0007,2024-12-02 15:16:05.920294
11.0,10000.0,0.16076923076923078,5.0,100.0,total,0.166,2024-12-02 15:16:05.921483
11.0,10000.0,0.17333333333333334,5.0,100.0,x,0.0,2024-12-02 15:16:09.539694
11.0,10000.0,0.17333333333333334,5.0,100.0,z,0.2241,2024-12-02 15:16:09.541998
11.0,10000.0,0.17333333333333334,5.0,100.0,corr_z,0.0013,2024-12-02 15:16:09.543267
11.0,10000.0,0.17333333333333334,5.0,100.0,total,0.2241,2024-12-02 15:16:09.544425
11.0,10000.0,0.1858974358974359,5.0,100.0,x,0.0,2024-12-02 15:16:13.138191
11.0,10000.0,0.1858974358974359,5.0,100.0,z,0.2617,2024-12-02 15:16:13.140524
11.0,10000.0,0.1858974358974359,5.0,100.0,corr_z,0.0012,2024-12-02 15:16:13.141782
11.0,10000.0,0.1858974358974359,5.0,100.0,total,0.2617,2024-12-02 15:16:13.143002
11.0,10000.0,0.19846153846153847,5.0,100.0,x,0.0,2024-12-02 15:16:16.753457
11.0,10000.0,0.19846153846153847,5.0,100.0,z,0.312,2024-12-02 15:16:16.755523
11.0,10000.0,0.19846153846153847,5.0,100.0,corr_z,0.002,2024-12-02 15:16:16.756720
11.0,10000.0,0.19846153846153847,5.0,100.0,total,0.312,2024-12-02 15:16:16.757889
11.0,10000.0,0.21102564102564103,5.0,100.0,x,0.0,2024-12-02 15:16:20.442672
11.0,10000.0,0.21102564102564103,5.0,100.0,z,0.3531,2024-12-02 15:16:20.444907
11.0,10000.0,0.21102564102564103,5.0,100.0,corr_z,0.0022,2024-12-02 15:16:20.446194
11.0,10000.0,0.21102564102564103,5.0,100.0,total,0.3531,2024-12-02 15:16:20.447369
11.0,10000.0,0.2235897435897436,5.0,100.0,x,0.0,2024-12-02 15:16:24.143455
11.0,10000.0,0.2235897435897436,5.0,100.0,z,0.3903,2024-12-02 15:16:24.145684
11.0,10000.0,0.2235897435897436,5.0,100.0,corr_z,0.0036,2024-12-02 15:16:24.147034
11.0,10000.0,0.2235897435897436,5.0,100.0,total,0.3903,2024-12-02 15:16:24.148406
11.0,10000.0,0.23615384615384616,5.0,100.0,x,0.0,2024-12-02 15:16:27.848360
11.0,10000.0,0.23615384615384616,5.0,100.0,z,0.4213,2024-12-02 15:16:27.850533
11.0,10000.0,0.23615384615384616,5.0,100.0,corr_z,0.0032,2024-12-02 15:16:27.851745
11.0,10000.0,0.23615384615384616,5.0,100.0,total,0.4213,2024-12-02 15:16:27.852906
11.0,10000.0,0.24871794871794872,5.0,100.0,x,0.0,2024-12-02 15:16:31.530929
11.0,10000.0,0.24871794871794872,5.0,100.0,z,0.4356,2024-12-02 15:16:31.533106
11.0,10000.0,0.24871794871794872,5.0,100.0,corr_z,0.0052,2024-12-02 15:16:31.534296
11.0,10000.0,0.24871794871794872,5.0,100.0,total,0.4356,2024-12-02 15:16:31.535482
11.0,10000.0,0.2612820512820513,5.0,100.0,x,0.0,2024-12-02 15:16:35.158049
11.0,10000.0,0.2612820512820513,5.0,100.0,z,0.4508,2024-12-02 15:16:35.160092
11.0,10000.0,0.2612820512820513,5.0,100.0,corr_z,0.0058,2024-12-02 15:16:35.161369
11.0,10000.0,0.2612820512820513,5.0,100.0,total,0.4508,2024-12-02 15:16:35.162631
11.0,10000.0,0.27384615384615385,5.0,100.0,x,0.0,2024-12-02 15:16:38.807408
11.0,10000.0,0.27384615384615385,5.0,100.0,z,0.478,2024-12-02 15:16:38.809517
11.0,10000.0,0.27384615384615385,5.0,100.0,corr_z,0.0079,2024-12-02 15:16:38.810688
11.0,10000.0,0.27384615384615385,5.0,100.0,total,0.478,2024-12-02 15:16:38.811865
11.0,10000.0,0.2864102564102564,5.0,100.0,x,0.0,2024-12-02 15:16:42.503881
11.0,10000.0,0.2864102564102564,5.0,100.0,z,0.4823,2024-12-02 15:16:42.506233
11.0,10000.0,0.2864102564102564,5.0,100.0,corr_z,0.0088,2024-12-02 15:16:42.507753
11.0,10000.0,0.2864102564102564,5.0,100.0,total,0.4823,2024-12-02 15:16:42.509005
11.0,10000.0,0.298974358974359,5.0,100.0,x,0.0,2024-12-02 15:16:46.192430
11.0,10000.0,0.298974358974359,5.0,100.0,z,0.4998,2024-12-02 15:16:46.194591
11.0,10000.0,0.298974358974359,5.0,100.0,corr_z,0.0099,2024-12-02 15:16:46.195771
11.0,10000.0,0.298974358974359,5.0,100.0,total,0.4998,2024-12-02 15:16:46.196951
11.0,10000.0,0.31153846153846154,5.0,100.0,x,0.0,2024-12-02 15:16:49.893532
11.0,10000.0,0.31153846153846154,5.0,100.0,z,0.5011,2024-12-02 15:16:49.895695
11.0,10000.0,0.31153846153846154,5.0,100.0,corr_z,0.0098,2024-12-02 15:16:49.896899
11.0,10000.0,0.31153846153846154,5.0,100.0,total,0.5011,2024-12-02 15:16:49.898067
11.0,10000.0,0.3241025641025641,5.0,100.0,x,0.0,2024-12-02 15:16:53.613281
11.0,10000.0,0.3241025641025641,5.0,100.0,z,0.5047,2024-12-02 15:16:53.615346
11.0,10000.0,0.3241025641025641,5.0,100.0,corr_z,0.0126,2024-12-02 15:16:53.616550
11.0,10000.0,0.3241025641025641,5.0,100.0,total,0.5047,2024-12-02 15:16:53.617740
11.0,10000.0,0.33666666666666667,5.0,100.0,x,0.0,2024-12-02 15:16:57.265054
11.0,10000.0,0.33666666666666667,5.0,100.0,z,0.4945,2024-12-02 15:16:57.267130
11.0,10000.0,0.33666666666666667,5.0,100.0,corr_z,0.0155,2024-12-02 15:16:57.268361
11.0,10000.0,0.33666666666666667,5.0,100.0,total,0.4945,2024-12-02 15:16:57.269492
11.0,10000.0,0.34923076923076923,5.0,100.0,x,0.0,2024-12-02 15:17:00.966932
11.0,10000.0,0.34923076923076923,5.0,100.0,z,0.4995,2024-12-02 15:17:00.969241
11.0,10000.0,0.34923076923076923,5.0,100.0,corr_z,0.0126,2024-12-02 15:17:00.970539
11.0,10000.0,0.34923076923076923,5.0,100.0,total,0.4995,2024-12-02 15:17:00.971742
11.0,10000.0,0.3617948717948718,5.0,100.0,x,0.0,2024-12-02 15:17:04.713393
11.0,10000.0,0.3617948717948718,5.0,100.0,z,0.4966,2024-12-02 15:17:04.715595
11.0,10000.0,0.3617948717948718,5.0,100.0,corr_z,0.0145,2024-12-02 15:17:04.716775
11.0,10000.0,0.3617948717948718,5.0,100.0,total,0.4966,2024-12-02 15:17:04.717954
11.0,10000.0,0.37435897435897436,5.0,100.0,x,0.0,2024-12-02 15:17:08.435408
11.0,10000.0,0.37435897435897436,5.0,100.0,z,0.4967,2024-12-02 15:17:08.437684
11.0,10000.0,0.37435897435897436,5.0,100.0,corr_z,0.0147,2024-12-02 15:17:08.439250
11.0,10000.0,0.37435897435897436,5.0,100.0,total,0.4967,2024-12-02 15:17:08.440656
11.0,10000.0,0.3869230769230769,5.0,100.0,x,0.0,2024-12-02 15:17:12.132632
11.0,10000.0,0.3869230769230769,5.0,100.0,z,0.4985,2024-12-02 15:17:12.134769
11.0,10000.0,0.3869230769230769,5.0,100.0,corr_z,0.0172,2024-12-02 15:17:12.135987
11.0,10000.0,0.3869230769230769,5.0,100.0,total,0.4985,2024-12-02 15:17:12.137293
11.0,10000.0,0.3994871794871795,5.0,100.0,x,0.0,2024-12-02 15:17:15.883722
11.0,10000.0,0.3994871794871795,5.0,100.0,z,0.4908,2024-12-02 15:17:15.885972
11.0,10000.0,0.3994871794871795,5.0,100.0,corr_z,0.0208,2024-12-02 15:17:15.887193
11.0,10000.0,0.3994871794871795,5.0,100.0,total,0.4908,2024-12-02 15:17:15.888371
11.0,10000.0,0.41205128205128205,5.0,100.0,x,0.0,2024-12-02 15:17:19.641909
11.0,10000.0,0.41205128205128205,5.0,100.0,z,0.4956,2024-12-02 15:17:19.644338
11.0,10000.0,0.41205128205128205,5.0,100.0,corr_z,0.0207,2024-12-02 15:17:19.645619
11.0,10000.0,0.41205128205128205,5.0,100.0,total,0.4956,2024-12-02 15:17:19.646801
11.0,10000.0,0.4246153846153846,5.0,100.0,x,0.0,2024-12-02 15:17:23.361619
11.0,10000.0,0.4246153846153846,5.0,100.0,z,0.4947,2024-12-02 15:17:23.363963
11.0,10000.0,0.4246153846153846,5.0,100.0,corr_z,0.0211,2024-12-02 15:17:23.365254
11.0,10000.0,0.4246153846153846,5.0,100.0,total,0.4947,2024-12-02 15:17:23.366444
11.0,10000.0,0.4371794871794872,5.0,100.0,x,0.0,2024-12-02 15:17:27.125242
11.0,10000.0,0.4371794871794872,5.0,100.0,z,0.5063,2024-12-02 15:17:27.127376
11.0,10000.0,0.4371794871794872,5.0,100.0,corr_z,0.0194,2024-12-02 15:17:27.128661
11.0,10000.0,0.4371794871794872,5.0,100.0,total,0.5063,2024-12-02 15:17:27.129863
11.0,10000.0,0.44974358974358974,5.0,100.0,x,0.0,2024-12-02 15:17:30.831035
11.0,10000.0,0.44974358974358974,5.0,100.0,z,0.4952,2024-12-02 15:17:30.833423
11.0,10000.0,0.44974358974358974,5.0,100.0,corr_z,0.0244,2024-12-02 15:17:30.834793
11.0,10000.0,0.44974358974358974,5.0,100.0,total,0.4952,2024-12-02 15:17:30.836013
11.0,10000.0,0.4623076923076923,5.0,100.0,x,0.0,2024-12-02 15:17:34.558094
11.0,10000.0,0.4623076923076923,5.0,100.0,z,0.4963,2024-12-02 15:17:34.560325
11.0,10000.0,0.4623076923076923,5.0,100.0,corr_z,0.0232,2024-12-02 15:17:34.561498
11.0,10000.0,0.4623076923076923,5.0,100.0,total,0.4963,2024-12-02 15:17:34.562679
11.0,10000.0,0.4748717948717949,5.0,100.0,x,0.0,2024-12-02 15:17:38.423754
11.0,10000.0,0.4748717948717949,5.0,100.0,z,0.5013,2024-12-02 15:17:38.425937
11.0,10000.0,0.4748717948717949,5.0,100.0,corr_z,0.0224,2024-12-02 15:17:38.427143
11.0,10000.0,0.4748717948717949,5.0,100.0,total,0.5013,2024-12-02 15:17:38.428364
11.0,10000.0,0.48743589743589744,5.0,100.0,x,0.0,2024-12-02 15:17:42.330547
11.0,10000.0,0.48743589743589744,5.0,100.0,z,0.4979,2024-12-02 15:17:42.333061
11.0,10000.0,0.48743589743589744,5.0,100.0,corr_z,0.0247,2024-12-02 15:17:42.334409
11.0,10000.0,0.48743589743589744,5.0,100.0,total,0.4979,2024-12-02 15:17:42.335709
11.0,10000.0,0.5,5.0,100.0,x,0.0,2024-12-02 15:17:46.326965
11.0,10000.0,0.5,5.0,100.0,z,0.5068,2024-12-02 15:17:46.329542
11.0,10000.0,0.5,5.0,100.0,corr_z,0.0255,2024-12-02 15:17:46.331295
11.0,10000.0,0.5,5.0,100.0,total,0.5068,2024-12-02 15:17:46.332847
13.0,10000.0,0.01,5.0,100.0,x,0.0,2024-12-02 15:17:50.469448
13.0,10000.0,0.01,5.0,100.0,z,0.0,2024-12-02 15:17:50.471786
13.0,10000.0,0.01,5.0,100.0,corr_z,0.0,2024-12-02 15:17:50.473501
13.0,10000.0,0.01,5.0,100.0,total,0.0,2024-12-02 15:17:50.475067
