d,num_shots,p,l,eta,error_type,num_log_errors,time_stamp
11.0,10000.0,0.01,2.0,5.0,x,0.0,2024-08-25 16:29:39.086011
11.0,10000.0,0.01,2.0,5.0,z,0.0,2024-08-25 16:29:39.089760
11.0,10000.0,0.01,2.0,5.0,corr_z,0.0,2024-08-25 16:29:39.091122
11.0,10000.0,0.01,2.0,5.0,total,0.0,2024-08-25 16:29:39.092381
11.0,10000.0,0.022564102564102566,2.0,5.0,x,0.0,2024-08-25 16:29:44.156680
11.0,10000.0,0.022564102564102566,2.0,5.0,z,0.0001,2024-08-25 16:29:44.158876
11.0,10000.0,0.022564102564102566,2.0,5.0,corr_z,0.0,2024-08-25 16:29:44.160165
11.0,10000.0,0.022564102564102566,2.0,5.0,total,0.0001,2024-08-25 16:29:44.161475
11.0,10000.0,0.03512820512820513,2.0,5.0,x,0.0,2024-08-25 16:29:49.037480
11.0,10000.0,0.03512820512820513,2.0,5.0,z,0.0007,2024-08-25 16:29:49.039578
11.0,10000.0,0.03512820512820513,2.0,5.0,corr_z,0.0008,2024-08-25 16:29:49.040873
11.0,10000.0,0.03512820512820513,2.0,5.0,total,0.0007,2024-08-25 16:29:49.042113
11.0,10000.0,0.047692307692307694,2.0,5.0,x,0.0,2024-08-25 16:29:53.847438
11.0,10000.0,0.047692307692307694,2.0,5.0,z,0.0037,2024-08-25 16:29:53.849543
11.0,10000.0,0.047692307692307694,2.0,5.0,corr_z,0.0038,2024-08-25 16:29:53.850859
11.0,10000.0,0.047692307692307694,2.0,5.0,total,0.0037,2024-08-25 16:29:53.852106
11.0,10000.0,0.06025641025641026,2.0,5.0,x,0.0,2024-08-25 16:29:58.725474
11.0,10000.0,0.06025641025641026,2.0,5.0,z,0.0099,2024-08-25 16:29:58.727562
11.0,10000.0,0.06025641025641026,2.0,5.0,corr_z,0.0098,2024-08-25 16:29:58.728908
11.0,10000.0,0.06025641025641026,2.0,5.0,total,0.0099,2024-08-25 16:29:58.730168
11.0,10000.0,0.07282051282051281,2.0,5.0,x,0.0,2024-08-25 16:30:03.799263
11.0,10000.0,0.07282051282051281,2.0,5.0,z,0.0271,2024-08-25 16:30:03.801396
11.0,10000.0,0.07282051282051281,2.0,5.0,corr_z,0.0288,2024-08-25 16:30:03.802684
11.0,10000.0,0.07282051282051281,2.0,5.0,total,0.0271,2024-08-25 16:30:03.803921
11.0,10000.0,0.08538461538461538,2.0,5.0,x,0.0,2024-08-25 16:30:08.916082
11.0,10000.0,0.08538461538461538,2.0,5.0,z,0.0528,2024-08-25 16:30:08.918167
11.0,10000.0,0.08538461538461538,2.0,5.0,corr_z,0.052,2024-08-25 16:30:08.919529
11.0,10000.0,0.08538461538461538,2.0,5.0,total,0.0528,2024-08-25 16:30:08.920793
11.0,10000.0,0.09794871794871794,2.0,5.0,x,0.0,2024-08-25 16:30:13.976047
11.0,10000.0,0.09794871794871794,2.0,5.0,z,0.091,2024-08-25 16:30:13.978180
11.0,10000.0,0.09794871794871794,2.0,5.0,corr_z,0.0901,2024-08-25 16:30:13.979434
11.0,10000.0,0.09794871794871794,2.0,5.0,total,0.091,2024-08-25 16:30:13.980687
11.0,10000.0,0.1105128205128205,2.0,5.0,x,0.0,2024-08-25 16:30:19.072620
11.0,10000.0,0.1105128205128205,2.0,5.0,z,0.1358,2024-08-25 16:30:19.074701
