d,num_shots,p,l,eta,error_type,num_log_errors,time_stamp
11.0,10000.0,0.01,4.0,1.0,x,0.0,2024-12-02 20:54:51.000280
11.0,10000.0,0.01,4.0,1.0,z,0.0,2024-12-02 20:54:51.004408
11.0,10000.0,0.01,4.0,1.0,corr_z,0.0,2024-12-02 20:54:51.006128
11.0,10000.0,0.01,4.0,1.0,total,0.0,2024-12-02 20:54:51.007367
11.0,10000.0,0.022564102564102566,4.0,1.0,x,0.0,2024-12-02 20:54:54.720505
11.0,10000.0,0.022564102564102566,4.0,1.0,z,0.0,2024-12-02 20:54:54.722779
11.0,10000.0,0.022564102564102566,4.0,1.0,corr_z,0.0,2024-12-02 20:54:54.724217
11.0,10000.0,0.022564102564102566,4.0,1.0,total,0.0,2024-12-02 20:54:54.725492
11.0,10000.0,0.03512820512820513,4.0,1.0,x,0.0002,2024-12-02 20:54:58.465026
11.0,10000.0,0.03512820512820513,4.0,1.0,z,0.0,2024-12-02 20:54:58.467034
11.0,10000.0,0.03512820512820513,4.0,1.0,corr_z,0.0,2024-12-02 20:54:58.468245
11.0,10000.0,0.03512820512820513,4.0,1.0,total,0.0002,2024-12-02 20:54:58.469465
11.0,10000.0,0.047692307692307694,4.0,1.0,x,0.0012,2024-12-02 20:55:02.222606
11.0,10000.0,0.047692307692307694,4.0,1.0,z,0.0002,2024-12-02 20:55:02.224614
11.0,10000.0,0.047692307692307694,4.0,1.0,corr_z,0.0008,2024-12-02 20:55:02.225843
11.0,10000.0,0.047692307692307694,4.0,1.0,total,0.0014,2024-12-02 20:55:02.227013
11.0,10000.0,0.06025641025641026,4.0,1.0,x,0.0032,2024-12-02 20:55:06.051304
11.0,10000.0,0.06025641025641026,4.0,1.0,z,0.0004,2024-12-02 20:55:06.053335
11.0,10000.0,0.06025641025641026,4.0,1.0,corr_z,0.0017,2024-12-02 20:55:06.054669
11.0,10000.0,0.06025641025641026,4.0,1.0,total,0.0036,2024-12-02 20:55:06.055960
11.0,10000.0,0.07282051282051281,4.0,1.0,x,0.009,2024-12-02 20:55:09.846588
11.0,10000.0,0.07282051282051281,4.0,1.0,z,0.0021,2024-12-02 20:55:09.848732
11.0,10000.0,0.07282051282051281,4.0,1.0,corr_z,0.0042,2024-12-02 20:55:09.849974
11.0,10000.0,0.07282051282051281,4.0,1.0,total,0.0111,2024-12-02 20:55:09.851156
11.0,10000.0,0.08538461538461538,4.0,1.0,x,0.0176,2024-12-02 20:55:13.683946
11.0,10000.0,0.08538461538461538,4.0,1.0,z,0.0043,2024-12-02 20:55:13.686125
11.0,10000.0,0.08538461538461538,4.0,1.0,corr_z,0.0099,2024-12-02 20:55:13.687525
11.0,10000.0,0.08538461538461538,4.0,1.0,total,0.0219,2024-12-02 20:55:13.688855
11.0,10000.0,0.09794871794871794,4.0,1.0,x,0.0318,2024-12-02 20:55:17.568147
11.0,10000.0,0.09794871794871794,4.0,1.0,z,0.0089,2024-12-02 20:55:17.570207
11.0,10000.0,0.09794871794871794,4.0,1.0,corr_z,0.0196,2024-12-02 20:55:17.571449
11.0,10000.0,0.09794871794871794,4.0,1.0,total,0.0407,2024-12-02 20:55:17.572683
11.0,10000.0,0.1105128205128205,4.0,1.0,x,0.0523,2024-12-02 20:55:21.470914
11.0,10000.0,0.1105128205128205,4.0,1.0,z,0.0151,2024-12-02 20:55:21.473306
11.0,10000.0,0.1105128205128205,4.0,1.0,corr_z,0.0341,2024-12-02 20:55:21.474560
11.0,10000.0,0.1105128205128205,4.0,1.0,total,0.0674,2024-12-02 20:55:21.475738
11.0,10000.0,0.12307692307692307,4.0,1.0,x,0.0769,2024-12-02 20:55:25.418357
11.0,10000.0,0.12307692307692307,4.0,1.0,z,0.026,2024-12-02 20:55:25.420581
