d,num_shots,p,l,eta,error_type,num_log_errors,time_stamp
11.0,10000.0,0.01,6.0,5.0,x,0.0,2024-12-05 10:37:32.991977
11.0,10000.0,0.01,6.0,5.0,z,0.0,2024-12-05 10:37:32.996805
11.0,10000.0,0.01,6.0,5.0,corr_z,0.0,2024-12-05 10:37:32.998796
11.0,10000.0,0.01,6.0,5.0,total,0.0,2024-12-05 10:37:33.000677
11.0,10000.0,0.022564102564102566,6.0,5.0,x,0.0,2024-12-05 10:37:38.038751
11.0,10000.0,0.022564102564102566,6.0,5.0,z,0.0,2024-12-05 10:37:38.040605
11.0,10000.0,0.022564102564102566,6.0,5.0,corr_z,0.0,2024-12-05 10:37:38.041841
11.0,10000.0,0.022564102564102566,6.0,5.0,total,0.0,2024-12-05 10:37:38.043064
11.0,10000.0,0.03512820512820513,6.0,5.0,x,0.0,2024-12-05 10:37:41.727792
11.0,10000.0,0.03512820512820513,6.0,5.0,z,0.0,2024-12-05 10:37:41.729732
11.0,10000.0,0.03512820512820513,6.0,5.0,corr_z,0.0,2024-12-05 10:37:41.730988
11.0,10000.0,0.03512820512820513,6.0,5.0,total,0.0,2024-12-05 10:37:41.732213
11.0,10000.0,0.047692307692307694,6.0,5.0,x,0.0,2024-12-05 10:37:45.472807
11.0,10000.0,0.047692307692307694,6.0,5.0,z,0.0002,2024-12-05 10:37:45.474819
11.0,10000.0,0.047692307692307694,6.0,5.0,corr_z,0.0001,2024-12-05 10:37:45.476052
11.0,10000.0,0.047692307692307694,6.0,5.0,total,0.0002,2024-12-05 10:37:45.477241
11.0,10000.0,0.06025641025641026,6.0,5.0,x,0.0,2024-12-05 10:37:49.184652
11.0,10000.0,0.06025641025641026,6.0,5.0,z,0.0007,2024-12-05 10:37:49.186643
11.0,10000.0,0.06025641025641026,6.0,5.0,corr_z,0.0006,2024-12-05 10:37:49.187924
11.0,10000.0,0.06025641025641026,6.0,5.0,total,0.0007,2024-12-05 10:37:49.189122
11.0,10000.0,0.07282051282051281,6.0,5.0,x,0.0,2024-12-05 10:37:52.922272
11.0,10000.0,0.07282051282051281,6.0,5.0,z,0.0032,2024-12-05 10:37:52.924168
11.0,10000.0,0.07282051282051281,6.0,5.0,corr_z,0.0006,2024-12-05 10:37:52.925394
11.0,10000.0,0.07282051282051281,6.0,5.0,total,0.0032,2024-12-05 10:37:52.926610
11.0,10000.0,0.08538461538461538,6.0,5.0,x,0.0003,2024-12-05 10:37:56.648705
11.0,10000.0,0.08538461538461538,6.0,5.0,z,0.0056,2024-12-05 10:37:56.650634
11.0,10000.0,0.08538461538461538,6.0,5.0,corr_z,0.002,2024-12-05 10:37:56.651935
11.0,10000.0,0.08538461538461538,6.0,5.0,total,0.0059,2024-12-05 10:37:56.653138
11.0,10000.0,0.09794871794871794,6.0,5.0,x,0.0006,2024-12-05 10:38:00.450051
11.0,10000.0,0.09794871794871794,6.0,5.0,z,0.013,2024-12-05 10:38:00.452025
11.0,10000.0,0.09794871794871794,6.0,5.0,corr_z,0.003,2024-12-05 10:38:00.453268
11.0,10000.0,0.09794871794871794,6.0,5.0,total,0.0136,2024-12-05 10:38:00.454484
11.0,10000.0,0.1105128205128205,6.0,5.0,x,0.0007,2024-12-05 10:38:04.206168
11.0,10000.0,0.1105128205128205,6.0,5.0,z,0.0206,2024-12-05 10:38:04.208088
11.0,10000.0,0.1105128205128205,6.0,5.0,corr_z,0.0063,2024-12-05 10:38:04.209308
11.0,10000.0,0.1105128205128205,6.0,5.0,total,0.0213,2024-12-05 10:38:04.210549
11.0,10000.0,0.12307692307692307,6.0,5.0,x,0.0004,2024-12-05 10:38:07.950475
11.0,10000.0,0.12307692307692307,6.0,5.0,z,0.0356,2024-12-05 10:38:07.952378
11.0,10000.0,0.12307692307692307,6.0,5.0,corr_z,0.0097,2024-12-05 10:38:07.953566
11.0,10000.0,0.12307692307692307,6.0,5.0,total,0.036,2024-12-05 10:38:07.954755
11.0,10000.0,0.13564102564102565,6.0,5.0,x,0.0016,2024-12-05 10:38:11.701169
11.0,10000.0,0.13564102564102565,6.0,5.0,z,0.0528,2024-12-05 10:38:11.703037
11.0,10000.0,0.13564102564102565,6.0,5.0,corr_z,0.0188,2024-12-05 10:38:11.704230
11.0,10000.0,0.13564102564102565,6.0,5.0,total,0.0544,2024-12-05 10:38:11.705429
