l,eta,error_type,pth,stderr,cd_type,noise_model
3,3,TOTAL_PY_CORR,0.204,0,ZXXZonSqu,code_cap
3,5,TOTAL_PY_CORR,0.237,0,ZXXZonSqu,code_cap
3,7,TOTAL_PY_CORR,0.257,0,ZXXZonSqu,code_cap
4,0.5,TOTAL_PY_CORR,0.131,0,XZZXonSqu,code_cap
4,0.75,TOTAL_PY_CORR,0.131,0,XZZXonSqu,code_cap
4,1,TOTAL_PY_CORR,0.130,0,XZZXonSqu,code_cap
4,2,TOTAL_PY_CORR,0.135,0,XZZXonSqu,code_cap
4,3,TOTAL_PY_CORR,0.142,0,XZZXonSqu,code_cap
4,5,TOTAL_PY_CORR,0.154,0,XZZXonSqu,code_cap
4,7,TOTAL_PY_CORR,0.163,0,XZZXonSqu,code_cap
4,0.5,TOTAL_PY_CORR,0.132,0,ZXXZonSqu,code_cap
4,0.75,TOTAL_PY_CORR,0.129,0,ZXXZonSqu,code_cap
4,1,TOTAL_PY_CORR,0.134,0,ZXXZonSqu,code_cap
4,2,TOTAL_PY_CORR,0.155,0,ZXXZonSqu,code_cap
4,3,TOTAL_PY_CORR,0.179,0,ZXXZonSqu,code_cap
4,5,TOTAL_PY_CORR,0.229,0,ZXXZonSqu,code_cap
4,7,TOTAL_PY_CORR,0.268,0,ZXXZonSqu,code_cap
5,0.5,TOTAL_PY_CORR,0.110,0,XZZXonSqu,code_cap
5,0.75,TOTAL_PY_CORR,0.112,0,XZZXonSqu,code_cap
5,1,TOTAL_PY_CORR,0.113,0,XZZXonSqu,code_cap
5,2,TOTAL_PY_CORR,0.122,0,XZZXonSqu,code_cap
5,3,TOTAL_PY_CORR,0.131,0,XZZXonSqu,code_cap
5,5,TOTAL_PY_CORR,0.145,0,XZZXonSqu,code_cap
5,7,TOTAL_PY_CORR,0.157,0,XZZXonSqu,code_cap
5,0.5,TOTAL_PY_CORR,0.106,0,ZXXZonSqu,code_cap
5,0.75,TOTAL_PY_CORR,0.109,0,ZXXZonSqu,code_cap
5,1,TOTAL_PY_CORR,0.115,0,ZXXZonSqu,code_cap
5,2,TOTAL_PY_CORR,0.133,0,ZXXZonSqu,code_cap
5,3,TOTAL_PY_CORR,0.157,0,ZXXZonSqu,code_cap
5,5,TOTAL_PY_CORR,0.219,0,ZXXZonSqu,code_cap
5,7,TOTAL_PY_CORR,0.268,0,ZXXZonSqu,code_cap
6,0.5,TOTAL_PY_CORR,0.09,0,XZZXonSqu,code_cap
6,0.75,TOTAL_PY_CORR,0.097,0,XZZXonSqu,code_cap
6,1,TOTAL_PY_CORR,0.099,0,XZZXonSqu,code_cap
6,2,TOTAL_PY_CORR,0.112,0,XZZXonSqu,code_cap
6,3,TOTAL_PY_CORR,0.122,0,XZZXonSqu,code_cap
6,5,TOTAL_PY_CORR,0.139,0,XZZXonSqu,code_cap
6,7,TOTAL_PY_CORR,0.149,0,XZZXonSqu,code_cap
6,0.5,TOTAL_PY_CORR,0.091,0,ZXXZonSqu,code_cap
6,0.75,TOTAL_PY_CORR,0.096,0,ZXXZonSqu,code_cap
6,1,TOTAL_PY_CORR,0.096,0,ZXXZonSqu,code_cap
6,2,TOTAL_PY_CORR,0.113,0,ZXXZonSqu,code_cap
6,3,TOTAL_PY_CORR,0.134,0,ZXXZonSqu,code_cap
6,5,TOTAL_PY_CORR,0.207,0,ZXXZonSqu,code_cap
6,7,TOTAL_PY_CORR,0.274,0,ZXXZonSqu,code_cap


2, 0.5, TOTAL, 0.084, 0, SC, phenom
2, 5, TOTAL, 0.063, 0, SC, phenom
2, 10,TOTAL, 0.062, 0, SC, phenom
2, 100,TOTAL, 0.059, 0, SC, phenom
2, 0.5, TOTAL, 0.084, 0, ZXXZonSqu, phenom
2, 5, TOTAL, 0.134, 0, ZXXZonSqu, phenom
2, 10,TOTAL, 0.166, 0, ZXXZonSqu, phenom
3, 0.5, TOTAL, 0.065, 0, SC, phenom
3, 5, TOTAL, 0.089, 0, SC, phenom
3, 10,TOTAL, 0.085, 0, SC, phenom
3, 100,TOTAL, 0.083, 0, SC, phenom
3, 0.5, TOTAL, 0.066, 0, ZXXZonSqu, phenom
3, 5, TOTAL, 0.141, 0, ZXXZonSqu, phenom
