l,eta,error_type,CD_type,noise_model,pth,stderr
3,100.0,Z_MEM,SC,circuit_level,0.009188659817447917,1.531313513489898e-05
3,100.0,TOTAL_MEM,SC,circuit_level,0.00974904004905503,5.472538210628687e-06
4,100.0,X_MEM,SC,circuit_level,0.011551997502663275,1.9851776734011565e-05
4,100.0,Z_MEM,SC,circuit_level,0.0075953293262002305,2.3622846612329116e-05
4,100.0,TOTAL_MEM,SC,circuit_level,0.008955597599127656,2.073981789541049e-05
5,100.0,X_MEM,SC,circuit_level,0.012691427253177973,2.23579623674011e-05
5,100.0,Z_MEM,SC,circuit_level,0.006522043648642447,2.7827794981188433e-05
5,100.0,TOTAL_MEM,SC,circuit_level,0.007306350598572533,3.480687300911818e-05
6,100.0,X_MEM,SC,circuit_level,0.013679334705734151,2.2468445688980743e-05
6,100.0,Z_MEM,SC,circuit_level,0.005805041825942756,2.8061071236498408e-05
6,100.0,TOTAL_MEM,SC,circuit_level,0.006226344895498833,3.3209350534261116e-05
2,500.0,X_MEM,SC,circuit_level,0.007470578734458252,6.421779218605597e-06
2,500.0,Z_MEM,SC,circuit_level,0.01256141981800103,2.635853039835905e-05
2,500.0,TOTAL_MEM,SC,circuit_level,0.007492376040484677,5.637060306351536e-06
3,500.0,X_MEM,SC,circuit_level,0.009979463550659894,8.916393647586025e-06
3,500.0,Z_MEM,SC,circuit_level,0.009269801341099454,1.6479588372265787e-05
3,500.0,TOTAL_MEM,SC,circuit_level,0.00980830983321429,6.583006292323251e-06
4,500.0,X_MEM,SC,circuit_level,0.011637046451975833,1.9341009347804747e-05
4,500.0,Z_MEM,SC,circuit_level,0.007663760461306854,3.240184238635083e-05
4,500.0,TOTAL_MEM,SC,circuit_level,0.00908774728715243,2.352678234490886e-05
5,500.0,X_MEM,SC,circuit_level,0.012805823514891367,2.1939227166471978e-05
5,500.0,Z_MEM,SC,circuit_level,0.006552702707623626,2.741206943324971e-05
5,500.0,TOTAL_MEM,SC,circuit_level,0.007371502504675735,4.8365500360430676e-05
6,500.0,X_MEM,SC,circuit_level,0.013821933786436482,1.9183498343940413e-05
6,500.0,Z_MEM,SC,circuit_level,0.005859816404482413,3.1443103208885174e-05
6,500.0,TOTAL_MEM,SC,circuit_level,0.006296188820209317,3.1741295010147184e-05
2,75.0,X_MEM,ZXXZonSqu,circuit_level,0.009483298824526401,8.312504897750781e-06
2,75.0,Z_MEM,ZXXZonSqu,circuit_level,0.009554986114331513,7.685702961599012e-06
2,75.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.009517699569406768,6.411410418511083e-06
3,75.0,X_MEM,ZXXZonSqu,circuit_level,0.012365794139856869,6.439977610580582e-05
3,75.0,Z_MEM,ZXXZonSqu,circuit_level,0.0072755926155350205,2.0464785479786295e-05
3,75.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.007693108541091556,2.38247820338151e-05
4,75.0,X_MEM,ZXXZonSqu,circuit_level,0.014187498982849833,3.42729925526918e-05
4,75.0,Z_MEM,ZXXZonSqu,circuit_level,0.006084571890315857,2.7125346854463983e-05
4,75.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.0062267105822281805,2.33594291772781e-05
5,75.0,X_MEM,ZXXZonSqu,circuit_level,0.014892048608504831,8.316236282864776e-05
5,75.0,Z_MEM,ZXXZonSqu,circuit_level,0.005358922079026321,3.564039368601079e-05
5,75.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.005429084429721837,3.3702822463133653e-05
6,75.0,X_MEM,ZXXZonSqu,circuit_level,0.01632187529278567,6.111882534820533e-05
6,75.0,Z_MEM,ZXXZonSqu,circuit_level,0.0047444619172603494,4.476391020291939e-05
6,75.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.004837809218789875,4.0569929904553036e-05
2,100.0,X_MEM,ZXXZonSqu,circuit_level,0.009507578143933722,8.611952044269273e-06
2,100.0,Z_MEM,ZXXZonSqu,circuit_level,0.009577370628855159,7.373102840333478e-06
2,100.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.009542441833667393,6.189001553157204e-06
3,100.0,X_MEM,ZXXZonSqu,circuit_level,0.012404598278036806,5.7989548774229594e-05
3,100.0,Z_MEM,ZXXZonSqu,circuit_level,0.007292752962545401,2.1199991066298328e-05
3,100.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.007690187463043256,2.2505244837837547e-05
4,100.0,X_MEM,ZXXZonSqu,circuit_level,0.014224788578353494,2.767956555332291e-05
4,100.0,Z_MEM,ZXXZonSqu,circuit_level,0.006108451703053796,2.498589233835669e-05
4,100.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.006258711774411482,2.360685245589369e-05
5,100.0,X_MEM,ZXXZonSqu,circuit_level,0.015355794367820896,8.28926839573322e-05
5,100.0,Z_MEM,ZXXZonSqu,circuit_level,0.005386370673685391,3.533219268198888e-05
5,100.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.005452832750191424,3.384274449371453e-05
6,100.0,X_MEM,ZXXZonSqu,circuit_level,0.01642377926336499,6.661600033777287e-05
6,100.0,Z_MEM,ZXXZonSqu,circuit_level,0.00472747999580036,4.665158634411965e-05
6,100.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.0048286174202531755,4.1571994183800984e-05
2,500.0,X_MEM,ZXXZonSqu,circuit_level,0.009562384131430417,8.73331256944797e-06
2,500.0,Z_MEM,ZXXZonSqu,circuit_level,0.009624924078979276,7.4940612173108545e-06
2,500.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.009591688452817883,6.306769687114949e-06
3,500.0,X_MEM,ZXXZonSqu,circuit_level,0.012487409119901292,6.165963508363545e-05
3,500.0,Z_MEM,ZXXZonSqu,circuit_level,0.0073111605448052544,2.1596346058989605e-05
3,500.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.007758469153733066,2.5021251706232883e-05
4,500.0,X_MEM,ZXXZonSqu,circuit_level,0.014374302847329157,4.7857528496271925e-05
4,500.0,Z_MEM,ZXXZonSqu,circuit_level,0.006132940922788059,2.508032881046327e-05
4,500.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.0062855154832101015,2.45076657396104e-05
5,500.0,X_MEM,ZXXZonSqu,circuit_level,0.015582703200786058,7.967271814845506e-05
5,500.0,Z_MEM,ZXXZonSqu,circuit_level,0.005421365047200641,3.706584415506971e-05
5,500.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.005532369478282761,3.477886957463429e-05
6,500.0,X_MEM,ZXXZonSqu,circuit_level,0.016998982144225953,0.0007641884598262312
6,500.0,Z_MEM,ZXXZonSqu,circuit_level,0.004765117957076223,4.815486398915855e-05
6,500.0,TOTAL_MEM,ZXXZonSqu,circuit_level,0.004859087304121449,4.142058905315666e-05
