l,eta,error_type,CD_type,noise_model,pth,stderr
4,100.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.02314033525231213,2.8070121301815896e-05
4,100.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.022825741012342426,1.964978425117088e-05
5,100.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.02350788841995443,9.626698886118174e-05
5,100.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.01624632683452793,0.00791408857867469
5,100.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.02319406325839995,6.964609262113008e-05
6,100.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.02400491709684021,3.968796865250652e-05
6,100.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.023741670930956055,3.406383295070386e-05
2,500.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.024550970565933833,2.9195031453602002e-05
2,500.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.025227197299775968,2.0560145281739533e-05
2,500.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.024874025234455695,1.1344693207864071e-05
3,500.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.02433751823659632,0.00015010066866113638
3,500.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.00466,inf
3,500.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.024393091429682007,0.00013999938353194565
4,500.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.02531489085577822,5.041070400214415e-05
4,500.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.00354,inf
4,500.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.025321776767949628,4.428279161434543e-05
5,500.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.025634200720589497,0.00010761448201545442
5,500.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.025634266492257033,0.00010751951613590843
6,500.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.02605255983832299,4.875020903435289e-05
6,500.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.00466,inf
6,500.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.026051408707324922,5.3592981824957054e-05
2,1000.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.02559774703718168,2.3414149238926318e-05
2,1000.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.02659717013474177,2.4305458447297633e-05
2,1000.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.026058027389851704,1.2491364502462543e-05
3,1000.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.024875329188943963,0.0001505586254687758
3,1000.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.00466,inf
3,1000.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.024908313671056625,0.00015206113222015398
4,1000.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.025835485576693927,5.291542495544392e-05
4,1000.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.00354,inf
4,1000.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.025836895461495053,5.399184279074733e-05
5,1000.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.026107678113018045,0.00013673751222127427
5,1000.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.00736,inf
5,1000.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.02609080097155566,0.0001546281810317411
6,1000.0,X_MEM_PY,ZXXZonSqu,circuit_level,0.026520837603425298,5.951265657387638e-05
6,1000.0,Z_MEM_PY,ZXXZonSqu,circuit_level,0.00466,inf
6,1000.0,TOTAL_MEM_PY,ZXXZonSqu,circuit_level,0.026518844151188624,6.558476987316976e-05
