"[8.0000e-05 1.4700e-03 3.8100e-03 7.6000e-03 1.2920e-02 1.9120e-02
 2.5500e-02 3.4670e-02 4.2490e-02 5.1370e-02 5.9580e-02 7.2750e-02
 8.3200e-02 9.5190e-02 1.0438e-01 1.1721e-01 1.2984e-01 1.4338e-01
 1.5379e-01 1.6671e-01]","[0.      0.00044 0.00203 0.0052  0.0102  0.01661 0.02606 0.03551 0.05017
 0.06551 0.08106 0.09585 0.11393 0.13139 0.14987 0.16917 0.18986 0.20704
 0.22698 0.24263]","[0.0000e+00 1.0000e-04 5.7000e-04 2.5300e-03 6.1400e-03 1.2730e-02
 2.0370e-02 3.2230e-02 4.6360e-02 6.4420e-02 8.2370e-02 1.0257e-01
 1.2590e-01 1.4945e-01 1.7245e-01 1.9728e-01 2.1652e-01 2.4481e-01
 2.6312e-01 2.8408e-01]","[0.0000e+00 1.0000e-05 3.9000e-04 1.8200e-03 4.2800e-03 1.0030e-02
 1.8830e-02 3.1160e-02 4.8630e-02 6.9700e-02 9.3290e-02 1.1738e-01
 1.4605e-01 1.7337e-01 2.0453e-01 2.3310e-01 2.5804e-01 2.8309e-01
 3.0821e-01 3.3489e-01]","[0.0000e+00 0.0000e+00 1.8000e-04 8.6000e-04 3.1000e-03 7.6300e-03
 1.6810e-02 2.9920e-02 4.7610e-02 6.8760e-02 9.5840e-02 1.2659e-01
 1.5901e-01 1.9148e-01 2.2250e-01 2.5364e-01 2.8638e-01 3.1347e-01
 3.4077e-01 3.6425e-01]"
"[0.0023  0.01874 0.0477  0.08192 0.12325 0.16713 0.20678 0.25191 0.29121
 0.3298  0.36496 0.39019 0.4164  0.43876 0.45696 0.47511 0.48059 0.49007
 0.4953  0.49749]","[3.4000e-04 6.1300e-03 2.2170e-02 5.1050e-02 8.9870e-02 1.3983e-01
 1.9495e-01 2.4652e-01 3.0024e-01 3.4920e-01 3.9001e-01 4.2379e-01
 4.4664e-01 4.6810e-01 4.8276e-01 4.9219e-01 4.9876e-01 4.9872e-01
 4.9807e-01 5.0146e-01]","[5.0000e-05 1.9800e-03 1.3070e-02 3.6150e-02 7.8220e-02 1.3204e-01
 1.9829e-01 2.6251e-01 3.2566e-01 3.8095e-01 4.2071e-01 4.5244e-01
 4.7212e-01 4.8342e-01 4.9646e-01 4.9693e-01 4.9945e-01 4.9941e-01
 4.9897e-01 4.9954e-01]","[0.      0.00067 0.00554 0.02437 0.05946 0.11632 0.18767 0.26382 0.33634
 0.39453 0.43917 0.46671 0.48543 0.49313 0.49662 0.4999  0.50062 0.49956
 0.49909 0.49917]","[0.0000e+00 1.3000e-04 2.6100e-03 1.5900e-02 4.7200e-02 1.0375e-01
 1.8325e-01 2.6507e-01 3.4537e-01 4.1082e-01 4.5478e-01 4.7773e-01
 4.9275e-01 4.9837e-01 5.0051e-01 5.0268e-01 5.0100e-01 4.9925e-01
 4.9931e-01 4.9858e-01]"
"[0.00153 0.01557 0.04248 0.07634 0.11901 0.16198 0.20452 0.25102 0.2924
 0.32766 0.36005 0.39228 0.42089 0.43917 0.45868 0.47114 0.48044 0.48733
 0.49297 0.49494]","[1.4000e-04 3.9200e-03 1.7220e-02 4.1870e-02 7.8680e-02 1.2624e-01
 1.7834e-01 2.3343e-01 2.8921e-01 3.3832e-01 3.8245e-01 4.1679e-01
 4.4840e-01 4.7026e-01 4.7956e-01 4.9029e-01 4.9654e-01 4.9964e-01
 4.9781e-01 4.9790e-01]","[1.0000e-05 1.0600e-03 8.2800e-03 2.7750e-02 6.2620e-02 1.1427e-01
 1.7685e-01 2.4229e-01 3.1059e-01 3.6628e-01 4.1360e-01 4.4873e-01
 4.7125e-01 4.8475e-01 4.9076e-01 5.0000e-01 5.0078e-01 5.0236e-01
 4.9782e-01 4.9961e-01]","[0.0000e+00 3.3000e-04 3.7000e-03 1.6770e-02 4.6710e-02 9.6890e-02
 1.6277e-01 2.4096e-01 3.1402e-01 3.7835e-01 4.2863e-01 4.6452e-01
 4.7986e-01 4.9133e-01 4.9846e-01 4.9992e-01 5.0057e-01 5.0067e-01
 4.9933e-01 4.9777e-01]","[0.0000e+00 1.2000e-04 1.8600e-03 9.7700e-03 3.4950e-02 8.3450e-02
 1.5851e-01 2.4363e-01 3.2566e-01 3.9858e-01 4.4537e-01 4.7134e-01
 4.8791e-01 4.9599e-01 4.9822e-01 4.9828e-01 4.9872e-01 4.9912e-01
 4.9940e-01 5.0185e-01]"
0.0,0.00012,0.00199,0.0107,0.03797,0.0906,0.17508,0.27224,0.37404,0.46799,0.54281,0.5972,0.64634,0.68676,0.72173,0.75596,0.78315,0.81336,0.8369,0.86335
